customer,age_band,gender,income,policy_type,tenure_years,vehicle_type,response
CY80935,<30,Male,31226,Personal Auto,14,A,No
WX65636,<30,Female,0,Corporate Auto,14,A,No
AP67935,<30,Male,64749,Special Auto,14,A,No
EL92515,<30,Female,41121,Personal Auto,14,A,No
IW21434,<30,Female,44940,Corporate Auto,14,A,No
IB42395,<30,Male,0,Corporate Auto,14,A,No
OM73267,<30,Female,69545,Corporate Auto,14,A,No
YG46815,<30,Male,0,Personal Auto,14,A,No
XY80192,<30,Male,33617,Personal Auto,14,A,No
FM67585,<30,Male,76875,Personal Auto,14,A,No
GV47847,<30,Male,0,Personal Auto,14,A,No
UD20999,<30,Male,0,Corporate Auto,14,A,No
WP19664,<30,Male,47481,Personal Auto,14,A,No
HR42454,<30,Female,88706,Corporate Auto,14,A,No
OY92520,<30,Female,12075,Personal Auto,14,A,No
SD75391,<30,Female,24173,Personal Auto,14,A,No
SW88021,<30,Female,12222,Corporate Auto,14,A,No
KN25124,<30,Female,50979,Personal Auto,14,A,No
HB53755,<30,Female,0,Personal Auto,14,A,No
LO14518,<30,Male,27835,Personal Auto,14,A,No
QZ83992,<30,Male,10540,Corporate Auto,14,A,No
RS53995,<30,Male,52774,Corporate Auto,14,A,No
UL90124,<30,Female,72919,Personal Auto,14,A,No
CQ76876,<30,Female,82753,Personal Auto,14,A,No
EZ39383,<30,Female,55436,Personal Auto,14,A,No
GP18756,<30,Male,19592,Personal Auto,14,A,No
UK59698,<30,Female,0,Personal Auto,14,A,No
EQ59908,<30,Male,60244,Corporate Auto,14,A,Yes
EE48429,<30,Female,80584,Personal Auto,14,A,No
HH14259,<30,Female,0,Personal Auto,14,A,No
RC16862,<30,Male,0,Corporate Auto,14,A,No
LT57545,<30,Female,18892,Personal Auto,14,A,No
FH85960,<30,Male,42780,Personal Auto,14,A,No
GU92938,<30,Female,25612,Personal Auto,14,A,No
PB54378,<30,Female,26463,Corporate Auto,14,A,No
NE70831,<30,Female,86650,Personal Auto,14,A,No
HB43486,<30,Female,86830,Personal Auto,14,A,No
UG18431,<30,Male,73060,Special Auto,14,A,No
DG68667,<30,Male,12617,Personal Auto,14,A,No
MA94219,<30,Male,78250,Personal Auto,14,A,No
FL77069,<30,Female,32397,Corporate Auto,14,A,No
CA96230,<30,Male,99443,Personal Auto,14,A,No
KH55886,<30,Male,78310,Personal Auto,14,A,No
AZ77669,<30,Male,91423,Personal Auto,14,A,No
FV15346,<30,Male,96853,Personal Auto,14,A,No
JI97190,<30,Male,43461,Personal Auto,14,A,No
LD98568,<30,Female,54431,Personal Auto,14,A,No
GY87675,<30,Male,26952,Corporate Auto,14,A,No
CT11176,<30,Female,24914,Personal Auto,14,A,No
KM33477,<30,Male,21733,Corporate Auto,14,A,No
SG66076,<30,Male,16097,Personal Auto,14,A,No
PW69692,<30,Female,93272,Personal Auto,14,A,Yes
GT38956,<30,Female,0,Personal Auto,14,A,No
AZ68072,<30,Female,23650,Personal Auto,14,A,No
RJ90816,<30,Female,33243,Personal Auto,14,A,No
PK66498,<30,Male,72897,Personal Auto,14,A,No
LN11802,<30,Male,0,Personal Auto,14,A,No
UH65059,<30,Male,24188,Personal Auto,14,A,No
KD52867,<30,Female,37138,Personal Auto,14,A,No
XR36002,<30,Female,27339,Personal Auto,14,A,No
XM57550,<30,Female,29958,Personal Auto,14,A,No
HV16877,<30,Female,43278,Personal Auto,14,A,No
LX67597,<30,Male,84183,Personal Auto,14,A,No
IA52178,<30,Female,81119,Corporate Auto,14,A,No
XB43625,<30,Female,66081,Personal Auto,14,A,No
TQ85537,<30,Male,72669,Personal Auto,14,A,No
BW76745,<30,Male,36631,Personal Auto,14,A,Yes
JL49772,<30,Female,33651,Personal Auto,14,A,No
FZ45665,<30,Female,0,Personal Auto,14,A,No
TS42594,<30,Female,59207,Personal Auto,14,A,Yes
TG29325,<30,Female,22724,Personal Auto,14,A,No
LZ34164,<30,Female,43199,Personal Auto,14,A,No
ZQ28996,<30,Male,48895,Corporate Auto,14,A,No
IC78105,<30,Female,26444,Personal Auto,14,A,No
GK92563,<30,Female,22492,Personal Auto,14,A,No
HU54636,<30,Female,41212,Personal Auto,14,A,No
MT35297,<30,Female,43460,Personal Auto,14,A,No
ED82243,<30,Male,26806,Personal Auto,14,A,Yes
JR34589,<30,Female,21236,Personal Auto,14,A,No
NQ18750,<30,Male,0,Personal Auto,14,A,No
QK31192,<30,Male,0,Corporate Auto,14,A,No
KK58047,<30,Male,53944,Personal Auto,14,A,No
XK52242,<30,Male,32245,Personal Auto,14,A,No
AU62013,<30,Female,67572,Personal Auto,14,A,No
SG54382,<30,Male,25964,Corporate Auto,14,A,No
YV93784,<30,Female,69736,Personal Auto,14,A,No
TR81766,<30,Female,70263,Corporate Auto,14,A,Yes
XS56253,<30,Male,0,Personal Auto,14,A,No
EP72155,<30,Female,0,Personal Auto,14,A,Yes
NB10500,<30,Female,60021,Personal Auto,14,A,Yes
MY56715,<30,Male,58109,Corporate Auto,14,A,No
JO11457,<30,Male,0,Personal Auto,14,A,No
UI64281,<30,Female,20832,Personal Auto,14,A,No
WR76339,<30,Male,46922,Corporate Auto,14,A,No
MH14039,<30,Male,72421,Personal Auto,14,A,Yes
JA76884,<30,Male,60880,Personal Auto,14,A,Yes
BO58202,<30,Female,22590,Personal Auto,14,A,No
WA15684,<30,Male,27398,Personal Auto,14,A,No
LW29130,<30,Female,24423,Corporate Auto,14,A,No
CK74127,<30,Male,0,Corporate Auto,14,A,No
NN44758,<30,Female,76157,Personal Auto,14,A,Yes
FQ89652,<30,Female,0,Special Auto,14,A,No
PP14656,<30,Male,90353,Personal Auto,14,A,No
VK98184,<30,Female,77031,Personal Auto,14,A,No
OQ82364,<30,Female,0,Corporate Auto,14,A,Yes
FX26050,<30,Male,14119,Special Auto,14,A,No
LM79795,<30,Male,39602,Personal Auto,14,A,No
MM71959,<30,Male,83210,Personal Auto,14,A,No
VJ51327,<30,Female,63209,Personal Auto,14,A,No
SM58898,<30,Female,85378,Corporate Auto,14,A,No
BA19651,<30,Male,43875,Corporate Auto,14,A,No
DA84476,<30,Male,26806,Corporate Auto,14,A,Yes
CA54112,<30,Male,47725,Personal Auto,14,A,No
No94161,<30,Male,37703,Corporate Auto,14,A,No
LM37855,<30,Male,0,Personal Auto,14,A,No
SC92090,<30,Male,83846,Personal Auto,14,A,Yes
SM54927,<30,Female,0,Personal Auto,14,A,No
GN46207,<30,Female,29462,Personal Auto,14,A,Yes
AQ94108,<30,Female,56704,Corporate Auto,14,A,No
HQ87008,<30,Female,94962,Personal Auto,14,A,No
VK42108,<30,Female,57882,Corporate Auto,14,A,No
DY73849,<30,Female,0,Personal Auto,14,A,No
PD97837,<30,Male,0,Corporate Auto,14,A,No
TD14365,<30,Male,0,Corporate Auto,14,A,No
QD73891,<30,Male,90217,Personal Auto,14,A,No
PY70169,<30,Male,93011,Personal Auto,14,A,No
XN90444,<30,Male,24814,Special Auto,14,A,No
ZT53375,<30,Male,87777,Personal Auto,14,A,No
UA74474,<30,Female,87517,Corporate Auto,14,A,No
MA60552,<30,Male,28088,Personal Auto,14,A,No
No50634,<30,Male,60475,Personal Auto,14,A,Yes
GX84338,<30,Female,62530,Personal Auto,14,A,No
JW94491,<30,Male,25251,Personal Auto,14,A,No
PW65305,<30,Male,91580,Personal Auto,14,A,No
AE60813,<30,Female,75090,Personal Auto,14,A,No
RY26286,<30,Male,80846,Corporate Auto,14,A,No
HK96298,<30,Male,61807,Personal Auto,14,A,No
EA40332,<30,Male,35822,Personal Auto,14,A,No
WU60905,<30,Female,0,Corporate Auto,14,A,No
EG54606,<30,Male,21371,Personal Auto,14,A,No
YR85283,<30,Female,26021,Personal Auto,14,A,No
KW52227,<30,Male,51972,Personal Auto,14,A,No
NF60680,<30,Female,92766,Personal Auto,14,A,Yes
XH93021,<30,Male,0,Personal Auto,14,A,No
CP32818,<30,Male,64270,Personal Auto,14,A,No
HB48518,<30,Male,31409,Corporate Auto,14,A,No
XK61304,<30,Female,23908,Personal Auto,14,A,No
MY13737,<30,Male,42090,Corporate Auto,14,A,No
TX98128,<30,Female,0,Personal Auto,14,A,No
UM15297,<30,Female,30431,Corporate Auto,14,A,No
KC71643,<30,Male,99144,Corporate Auto,14,A,No
LE85123,<30,Male,35624,Personal Auto,14,A,No
XC43591,<30,Male,24571,Personal Auto,14,A,No
HM20848,<30,Female,39053,Personal Auto,14,A,No
UP30859,<30,Female,39815,Special Auto,14,A,No
YZ79232,<30,Male,0,Personal Auto,14,A,No
WN76039,<30,Female,0,Special Auto,14,A,No
SI48717,<30,Male,70600,Personal Auto,14,A,No
BX20846,<30,Female,93272,Personal Auto,14,A,Yes
GF97506,<30,Male,0,Personal Auto,14,A,Yes
NG27780,<30,Male,0,Corporate Auto,14,A,No
FX78901,<30,Female,81639,Special Auto,14,A,No
XQ81794,<30,Male,93872,Personal Auto,14,A,No
IR57729,<30,Male,46593,Corporate Auto,14,A,No
RO73268,<30,Male,16269,Corporate Auto,14,A,No
TR88637,<30,Female,38893,Personal Auto,14,A,No
KZ60207,<30,Male,51523,Personal Auto,14,A,No
AF17671,<30,Female,56337,Personal Auto,14,A,No
TG36139,<30,Female,21720,Corporate Auto,14,A,No
TL60066,<30,Female,22283,Personal Auto,14,A,Yes
VG57728,<30,Male,92593,Corporate Auto,14,A,No
VH51235,<30,Female,0,Personal Auto,14,A,No
KJ86296,<30,Male,0,Personal Auto,14,A,No
KP72427,<30,Male,64455,Personal Auto,14,A,No
WR53191,<30,Female,20656,Corporate Auto,14,A,No
JP69867,<30,Male,61725,Personal Auto,14,A,No
XP50892,<30,Male,92539,Corporate Auto,14,A,No
ER20865,<30,Male,65605,Corporate Auto,14,A,No
HK15299,<30,Male,38210,Personal Auto,14,A,No
SM73248,<30,Male,0,Corporate Auto,14,A,No
JI42730,<30,Male,84493,Personal Auto,14,A,No
PU92298,<30,Female,22699,Personal Auto,14,A,No
JG83987,<30,Female,30857,Personal Auto,14,A,No
IG80910,<30,Female,47528,Personal Auto,14,A,No
JV23769,<30,Female,36650,Personal Auto,14,A,Yes
YU83697,<30,Female,0,Corporate Auto,14,A,No
NH95163,<30,Female,16476,Personal Auto,14,A,No
KC32511,<30,Female,97131,Personal Auto,14,A,Yes
SP41790,<30,Male,0,Personal Auto,14,A,No
GH54524,<30,Male,69497,Personal Auto,14,A,No
IK64989,<30,Male,17622,Personal Auto,14,A,Yes
XV21647,<30,Female,0,Personal Auto,14,A,No
NP23146,<30,Female,62808,Special Auto,14,A,No
BK57087,<30,Female,38223,Personal Auto,14,A,No
VG68427,<30,Male,81914,Corporate Auto,14,A,No
HU81007,<30,Female,21706,Personal Auto,14,A,No
HV83672,<30,Female,38772,Personal Auto,14,A,No
HW61722,<30,Female,0,Personal Auto,14,A,No
EL89222,<30,Female,79090,Personal Auto,14,A,Yes
US29010,<30,Male,0,Corporate Auto,14,A,No
EX63393,<30,Female,66947,Personal Auto,14,A,No
UX71137,<30,Female,69205,Personal Auto,14,A,No
JV58396,<30,Male,0,Personal Auto,14,A,No
LI85491,<30,Female,0,Personal Auto,14,A,No
EZ85603,<30,Female,0,Personal Auto,14,A,No
PU25891,<30,Female,80536,Special Auto,14,A,No
TE31876,<30,Female,41004,Personal Auto,14,A,No
AX38728,<30,Male,0,Personal Auto,14,A,No
RO26085,<30,Female,0,Personal Auto,14,A,No
HY49431,<30,Female,21947,Personal Auto,14,A,No
UP31333,<30,Male,28432,Corporate Auto,14,A,Yes
ZM40672,<30,Female,0,Corporate Auto,14,A,No
GV68933,<30,Male,12677,Personal Auto,14,A,No
IS95398,<30,Female,76352,Personal Auto,14,A,No
OT49339,<30,Male,21052,Corporate Auto,14,A,No
CE10235,<30,Female,85023,Personal Auto,14,A,No
HE15857,<30,Male,37138,Personal Auto,14,A,No
WX31658,<30,Female,32312,Personal Auto,14,A,No
RN88075,<30,Female,0,Personal Auto,14,A,No
TA78865,<30,Male,0,Special Auto,14,A,No
LW43630,<30,Female,71269,Personal Auto,14,A,No
AT31367,<30,Female,18577,Corporate Auto,14,A,Yes
IV84135,<30,Female,75638,Personal Auto,14,A,No
ZX93551,<30,Female,23376,Personal Auto,14,A,Yes
XZ81226,<30,Female,43478,Personal Auto,14,A,No
RW24925,<30,Female,58542,Personal Auto,14,A,No
QS83113,<30,Male,30735,Personal Auto,14,A,No
BQ51616,<30,Female,86732,Personal Auto,14,A,No
JN55850,<30,Male,77235,Personal Auto,14,A,No
YC63458,<30,Female,86498,Personal Auto,14,A,No
JI82682,<30,Female,0,Personal Auto,14,A,No
KM65135,<30,Male,14957,Corporate Auto,14,A,No
IA85970,<30,Female,0,Personal Auto,14,A,No
KQ98040,<30,Female,70061,Corporate Auto,14,A,No
UJ79253,<30,Female,51056,Personal Auto,14,A,No
MT41386,<30,Male,84768,Personal Auto,14,A,No
YL91587,<30,Male,48911,Personal Auto,14,A,No
MS18916,<30,Male,20978,Personal Auto,14,A,Yes
SU86402,<30,Female,25876,Personal Auto,14,A,No
VW65691,<30,Female,0,Personal Auto,14,A,No
XK84089,<30,Male,78618,Personal Auto,14,A,Yes
FJ24418,<30,Female,0,Personal Auto,14,A,No
LN55080,<30,Female,42191,Special Auto,14,A,No
VU30980,<30,Male,0,Personal Auto,14,A,Yes
ZN34245,<30,Male,0,Corporate Auto,14,A,No
AT33529,<30,Female,30893,Corporate Auto,14,A,No
HS28694,<30,Female,25317,Personal Auto,14,A,No
WK64739,<30,Female,19864,Corporate Auto,14,A,Yes
MR39613,<30,Male,22854,Special Auto,14,A,No
UT88283,<30,Female,29051,Personal Auto,14,A,No
WA67245,<30,Female,24193,Personal Auto,14,A,No
SO55284,<30,Female,64125,Personal Auto,14,A,Yes
KH93988,<30,Female,71134,Personal Auto,14,A,No
KK15032,<30,Female,46370,Personal Auto,14,A,No
FG91922,<30,Male,48587,Personal Auto,14,A,No
BN74259,<30,Male,45360,Corporate Auto,14,A,No
IE57921,<30,Female,13037,Personal Auto,14,A,Yes
DA74095,<30,Female,42800,Personal Auto,14,A,No
WO83615,<30,Male,44047,Corporate Auto,14,A,No
FU65756,<30,Female,54695,Personal Auto,14,A,No
XU35186,<30,Female,71445,Personal Auto,14,A,No
RQ19236,<30,Male,55411,Personal Auto,14,A,No
SE33381,<30,Female,0,Corporate Auto,14,A,No
OI44122,<30,Male,45600,Personal Auto,14,A,No
TX17484,<30,Female,53863,Personal Auto,14,A,No
YB91420,<30,Female,32225,Personal Auto,14,A,No
YP47665,<30,Male,80192,Personal Auto,14,A,No
CO71128,<30,Female,0,Personal Auto,14,A,No
JO68735,<30,Female,0,Personal Auto,14,A,No
YQ24856,<30,Male,0,Corporate Auto,14,A,No
OZ97304,<30,Female,0,Corporate Auto,14,A,No
AZ82578,<30,Female,0,Corporate Auto,14,A,No
HP50399,<30,Male,0,Personal Auto,14,A,No
IK96366,<30,Male,36918,Personal Auto,14,A,No
IB59831,<30,Male,39794,Corporate Auto,14,A,No
PY42157,<30,Female,62006,Personal Auto,14,A,No
PZ31902,<30,Female,69276,Personal Auto,14,A,No
GN61665,<30,Male,47170,Corporate Auto,14,A,No
KI18648,<30,Female,60662,Special Auto,14,A,No
UO48558,<30,Male,23277,Corporate Auto,14,A,No
CC94413,<30,Female,41154,Personal Auto,14,A,No
CB44654,<30,Male,59665,Personal Auto,14,A,No
GH64274,<30,Male,22711,Personal Auto,14,A,No
FP60372,<30,Male,30584,Personal Auto,14,A,No
YA80645,<30,Female,33738,Corporate Auto,14,A,No
NM40177,<30,Male,52009,Personal Auto,14,A,No
NM39588,<30,Female,72450,Corporate Auto,14,A,No
DL45122,<30,Male,75556,Corporate Auto,14,A,No
LE91297,<30,Male,0,Personal Auto,14,A,No
AP59947,<30,Female,55843,Corporate Auto,14,A,No
ZR20842,<30,Male,94415,Personal Auto,14,A,No
HO40387,<30,Male,0,Personal Auto,14,A,No
SR47878,<30,Female,74454,Personal Auto,14,A,Yes
UY45293,<30,Male,21975,Corporate Auto,14,A,No
QM61543,<30,Male,73168,Corporate Auto,14,A,Yes
DB17162,<30,Male,64324,Personal Auto,14,A,No
JS43228,<30,Male,49088,Corporate Auto,14,A,No
BK47926,<30,Male,98118,Personal Auto,14,A,No
GO36627,<30,Male,21880,Special Auto,14,A,No
EH16250,<30,Male,25290,Personal Auto,14,A,No
SH12501,<30,Male,43412,Personal Auto,14,A,No
GU66096,<30,Male,94731,Personal Auto,14,A,No
WR45726,<30,Female,11885,Special Auto,14,A,Yes
IN52645,<30,Female,64371,Personal Auto,14,A,No
VG45203,<30,Female,0,Personal Auto,14,A,Yes
UV46349,<30,Female,0,Personal Auto,14,A,No
JV40853,<30,Female,61886,Personal Auto,14,A,No
AM28777,<30,Female,51455,Personal Auto,14,A,No
AT84725,<30,Male,28215,Personal Auto,14,A,Yes
JW44963,<30,Female,55483,Personal Auto,14,A,No
CN53343,<30,Female,0,Personal Auto,14,A,No
SF46129,<30,Male,66267,Personal Auto,14,A,No
XT55646,<30,Male,18263,Personal Auto,14,A,No
PR74307,<30,Male,0,Corporate Auto,14,A,No
NJ55678,<30,Female,64543,Personal Auto,14,A,No
FF94341,<30,Female,92456,Special Auto,14,A,No
SY93381,<30,Female,30694,Personal Auto,14,A,No
UI21548,<30,Female,29444,Personal Auto,14,A,No
JP69864,<30,Female,24910,Personal Auto,14,A,Yes
WG91434,<30,Male,35230,Personal Auto,14,A,No
WH81461,<30,Male,0,Personal Auto,14,A,No
ZB85648,<30,Female,67117,Personal Auto,14,A,No
XT67997,<30,Female,57693,Personal Auto,14,A,Yes
KD20203,<30,Male,0,Corporate Auto,14,A,No
WV53830,<30,Female,19614,Personal Auto,14,A,Yes
HS97983,<30,Female,0,Personal Auto,14,A,No
SC93784,<30,Male,61401,Personal Auto,14,A,No
QR26617,<30,Male,21498,Corporate Auto,14,A,No
FH68849,<30,Female,0,Personal Auto,14,A,No
YH20696,<30,Male,68727,Personal Auto,14,A,No
OP67672,<30,Female,20290,Personal Auto,14,A,No
NM77735,<30,Female,47593,Personal Auto,14,A,No
PG84165,<30,Male,0,Personal Auto,14,A,No
IT78748,<30,Female,22081,Special Auto,14,A,Yes
FK46365,<30,Female,82427,Personal Auto,14,A,No
NX11526,<30,Male,92296,Corporate Auto,14,A,Yes
IS75141,<30,Female,44162,Personal Auto,14,A,No
TF53472,<30,Female,41336,Personal Auto,14,A,No
MH40017,<30,Male,29809,Personal Auto,14,A,No
WE13528,<30,Female,77058,Personal Auto,14,A,No
FW91032,<30,Male,85857,Corporate Auto,14,A,No
TS34391,<30,Male,50825,Personal Auto,14,A,Yes
EZ48947,<30,Male,67197,Special Auto,14,A,No
VG31922,<30,Female,0,Personal Auto,14,A,No
LE12086,<30,Female,68946,Personal Auto,14,A,No
CA14631,<30,Male,56188,Special Auto,14,A,No
LL56632,<30,Female,55842,Personal Auto,14,A,No
BR24590,<30,Male,0,Personal Auto,14,A,No
NW62233,<30,Male,66467,Personal Auto,14,A,No
AY43037,<30,Male,36670,Corporate Auto,14,A,No
RB70060,<30,Male,51408,Personal Auto,14,A,No
KY39767,<30,Female,0,Personal Auto,14,A,No
IM73868,<30,Male,0,Corporate Auto,14,A,No
EK87467,<30,Female,17576,Personal Auto,14,A,Yes
FI14842,<30,Female,0,Personal Auto,14,A,No
WB43408,<30,Female,51523,Personal Auto,14,A,No
ZQ94561,<30,Male,80590,Corporate Auto,14,A,No
PJ71030,<30,Male,0,Special Auto,14,A,No
GD86131,<30,Female,17576,Corporate Auto,14,A,Yes
FG31425,<30,Female,37811,Special Auto,14,A,No
RL74454,<30,Female,33171,Personal Auto,14,A,No
CV72453,<30,Female,0,Corporate Auto,14,A,No
BV12771,<30,Male,0,Personal Auto,14,A,No
AX86552,<30,Male,24053,Personal Auto,14,A,No
IV54766,<30,Female,22705,Personal Auto,14,A,Yes
QO65264,<30,Male,48328,Personal Auto,14,A,No
VL95438,<30,Male,67899,Corporate Auto,14,A,No
SE64365,<30,Male,35830,Corporate Auto,14,A,No
FR26341,<30,Male,19112,Personal Auto,14,A,No
LV27997,<30,Male,64801,Personal Auto,14,A,Yes
HS85465,<30,Male,92296,Corporate Auto,14,A,Yes
XT54610,<30,Female,0,Personal Auto,14,A,No
CU84967,<30,Female,58577,Personal Auto,14,A,Yes
IO27771,<30,Female,89382,Corporate Auto,14,A,No
ZI86917,<30,Male,45277,Special Auto,14,A,No
LZ39487,<30,Female,58206,Personal Auto,14,A,No
WC11272,<30,Female,42790,Personal Auto,14,A,No
XC68458,<30,Male,21832,Personal Auto,14,A,No
IP84574,<30,Female,54840,Corporate Auto,14,A,No
EU54076,<30,Male,92472,Corporate Auto,14,A,No
FQ70521,<30,Female,96768,Personal Auto,14,A,No
NE83217,<30,Female,70342,Personal Auto,14,A,No
FR81224,<30,Male,89205,Personal Auto,14,A,No
CY90231,<30,Male,44096,Personal Auto,14,A,No
ZN27809,<30,Female,0,Personal Auto,14,A,No
GO14008,<30,Female,73775,Personal Auto,14,A,No
UI57491,<30,Male,0,Personal Auto,14,A,No
GV21882,<30,Female,20799,Personal Auto,14,A,No
AY98473,<30,Female,32989,Personal Auto,14,A,No
FW35631,<30,Male,37406,Corporate Auto,14,A,No
AI11191,<30,Female,77853,Personal Auto,14,A,No
TN90661,<30,Male,83318,Corporate Auto,14,A,No
TH68648,<30,Male,85522,Personal Auto,14,A,No
FH39427,<30,Male,96390,Corporate Auto,14,A,No
JD75068,<30,Female,0,Corporate Auto,14,A,No
TG40558,<30,Male,60969,Corporate Auto,14,A,No
EP61084,<30,Female,68776,Personal Auto,14,A,No
PU98976,<30,Female,0,Personal Auto,14,A,No
JP40952,<30,Male,0,Personal Auto,14,A,No
KF88603,<30,Male,0,Personal Auto,14,A,No
MT16688,<30,Female,62566,Corporate Auto,14,A,No
VC22097,<30,Female,0,Corporate Auto,14,A,Yes
EV32492,<30,Male,49136,Personal Auto,14,A,No
WK88044,<30,Male,61281,Personal Auto,14,A,No
CF46699,<30,Male,0,Personal Auto,14,A,Yes
TR18791,<30,Male,0,Personal Auto,14,A,No
OB88698,<30,Male,67099,Personal Auto,14,A,No
KZ80424,<30,Male,25998,Personal Auto,14,A,Yes
TD43065,<30,Male,66037,Personal Auto,14,A,No
No19664,<30,Female,26409,Personal Auto,14,A,No
DE23903,<30,Female,59848,Personal Auto,14,A,No
LA52988,<30,Female,64478,Personal Auto,14,A,No
ME87834,<30,Male,62396,Personal Auto,14,A,No
PI96349,<30,Male,0,Personal Auto,14,A,Yes
LE95702,<30,Male,10621,Special Auto,14,A,Yes
EV68966,<30,Male,87840,Personal Auto,14,A,No
NY20756,<30,Male,36568,Personal Auto,14,A,No
SE50560,<30,Male,88816,Personal Auto,14,A,No
DG23204,<30,Female,27734,Personal Auto,14,A,No
VM50666,<30,Male,0,Special Auto,14,A,No
EB93628,<30,Female,0,Personal Auto,14,A,No
VL51487,<30,Male,35124,Personal Auto,14,A,No
NU32697,<30,Male,0,Corporate Auto,14,A,No
IJ36435,<30,Female,0,Personal Auto,14,A,No
TI48450,<30,Male,23916,Corporate Auto,14,A,No
NZ81536,<30,Female,73049,Personal Auto,14,A,No
GD55093,<30,Female,22705,Personal Auto,14,A,Yes
GZ64473,<30,Male,50414,Personal Auto,14,A,No
PK51938,<30,Female,17489,Corporate Auto,14,A,No
MX93376,<30,Female,26714,Personal Auto,14,A,No
JQ81164,<30,Female,26628,Corporate Auto,14,A,No
PO89542,<30,Female,0,Personal Auto,14,A,No
OD66412,<30,Female,74423,Personal Auto,14,A,No
SI78985,<30,Female,39448,Personal Auto,14,A,No
MC85738,<30,Female,0,Personal Auto,14,A,Yes
PW90662,<30,Male,67060,Personal Auto,14,A,No
XM91056,<30,Female,22236,Personal Auto,14,A,No
LW12893,<30,Female,43916,Personal Auto,14,A,No
GD83998,<30,Male,24495,Personal Auto,14,A,No
XH85336,<30,Male,67798,Personal Auto,14,A,Yes
MV54498,<30,Female,59932,Personal Auto,14,A,No
VO84133,<30,Male,40361,Personal Auto,14,A,No
AC67315,<30,Female,96950,Personal Auto,14,A,No
KG71396,<30,Male,0,Corporate Auto,14,A,No
QR15592,<30,Female,59586,Personal Auto,14,A,No
UY94269,<30,Female,35605,Personal Auto,14,A,No
WC21901,<30,Male,51397,Personal Auto,14,A,No
HR50405,<30,Female,13393,Personal Auto,14,A,No
TL39187,<30,Male,0,Corporate Auto,14,A,No
WH62198,<30,Male,0,Personal Auto,14,A,No
RM10880,<30,Female,21604,Corporate Auto,14,A,Yes
GV62858,<30,Female,38692,Personal Auto,14,A,No
EL62967,<30,Female,58508,Personal Auto,14,A,No
JW33458,<30,Female,92254,Corporate Auto,14,A,No
NK26146,<30,Female,90551,Corporate Auto,14,A,No
GP19791,<30,Female,31356,Personal Auto,14,A,No
CX58204,<30,Female,13050,Personal Auto,14,A,No
TI19722,<30,Male,30817,Corporate Auto,14,A,Yes
ZI85739,<30,Female,0,Personal Auto,14,A,No
ON68006,<30,Female,26129,Personal Auto,14,A,No
ZZ20738,<30,Female,28108,Personal Auto,14,A,No
GP37412,<30,Female,59763,Personal Auto,14,A,No
AW86033,<30,Male,18287,Personal Auto,14,A,No
IS55638,<30,Female,29932,Personal Auto,14,A,No
TP33286,<30,Male,0,Corporate Auto,14,A,No
BW52697,<30,Female,86132,Personal Auto,14,A,No
GL32197,<30,Male,31475,Personal Auto,14,A,No
PM11577,<30,Female,74001,Corporate Auto,14,A,No
TK60799,<30,Female,96263,Personal Auto,14,A,No
OJ90342,<30,Female,29486,Personal Auto,14,A,No
WO17738,<30,Female,36645,Corporate Auto,14,A,No
GM54723,<30,Male,0,Corporate Auto,14,A,No
WS57286,<30,Male,0,Personal Auto,14,A,No
JU66696,<30,Female,0,Corporate Auto,14,A,No
VM51572,<30,Male,54289,Personal Auto,14,A,No
HR64765,<30,Male,0,Personal Auto,14,A,No
UH45301,<30,Male,86946,Personal Auto,14,A,No
BG48083,<30,Female,23751,Personal Auto,14,A,No
ZK56389,<30,Female,22283,Special Auto,14,A,Yes
TB88830,<30,Female,64220,Personal Auto,14,A,No
NJ11986,<30,Female,29550,Corporate Auto,14,A,No
HY43263,<30,Female,0,Corporate Auto,14,A,No
VK43303,<30,Male,68658,Personal Auto,14,A,No
IV98398,<30,Male,81955,Corporate Auto,14,A,No
VB94165,<30,Male,0,Special Auto,14,A,No
RJ80405,<30,Male,33191,Personal Auto,14,A,No
YB33445,<30,Female,43490,Corporate Auto,14,A,No
UE96503,<30,Male,0,Corporate Auto,14,A,No
ZG59671,<30,Male,59325,Personal Auto,14,A,No
DS47984,<30,Male,60244,Personal Auto,14,A,Yes
BH36570,<30,Male,72208,Personal Auto,14,A,No
MY51849,<30,Female,0,Personal Auto,14,A,No
MH76107,<30,Male,56586,Personal Auto,14,A,No
VW63894,<30,Male,75740,Personal Auto,14,A,No
YI70563,<30,Male,88704,Personal Auto,14,A,No
RA29518,<30,Male,45971,Special Auto,14,A,No
ZW76597,<30,Female,13215,Corporate Auto,14,A,No
RM34371,<30,Female,0,Personal Auto,14,A,No
XS44101,<30,Female,44891,Personal Auto,14,A,No
DS45802,<30,Female,26893,Personal Auto,14,A,No
QZ70160,<30,Female,26222,Personal Auto,14,A,No
GW14698,<30,Female,80604,Corporate Auto,14,A,No
SP36555,<30,Male,0,Personal Auto,14,A,No
XP52012,<30,Male,0,Personal Auto,14,A,No
FR17176,<30,Female,0,Personal Auto,14,A,No
FH22095,<30,Male,39377,Corporate Auto,14,A,No
NT43594,<30,Female,24910,Personal Auto,14,A,No
QC95625,<30,Male,57449,Personal Auto,14,A,Yes
HY86417,<30,Female,74126,Corporate Auto,14,A,No
LU40443,<30,Male,64255,Personal Auto,14,A,No
ZO16199,<30,Female,17099,Personal Auto,14,A,No
